customer_id,gender,senior_citizen,partner,dependents,tenure,contract,internet_service,phone_service,multiple_lines,online_security,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,monthly_charges,total_charges,churn
C100090,Female,0,0,0,8,Month-to-month,DSL,1,0,0,0,0,0,1,1,Electronic check,58.59,459.81,0
C100091,Male,0,0,1,31,Month-to-month,None,1,0,0,0,0,0,0,0,Credit card (automatic),25.05,823.56,1
C100092,Female,0,0,0,25,Month-to-month,DSL,1,1,0,0,0,0,0,0,Bank transfer (automatic),60.17,1589.17,0
C100093,Female,0,1,0,33,Two year,DSL,1,0,1,0,1,1,1,1,Mailed check,71.34,2344.45,0
C100094,Female,0,0,1,4,Month-to-month,None,1,0,0,0,0,0,0,1,Electronic check,32.29,32.47,1
C100095,Male,0,1,0,8,Two year,DSL,1,0,0,1,0,1,1,0,Credit card (automatic),64.09,473.94,0
C100096,Female,0,0,0,23,Month-to-month,Fiber optic,0,0,0,0,0,0,1,0,Credit card (automatic),66.94,1439.36,1
C100097,Female,0,1,0,37,Month-to-month,DSL,1,1,0,1,1,1,1,1,Electronic check,75.35,2742.64,1
C100098,Female,0,1,0,45,Month-to-month,Fiber optic,0,0,1,1,1,0,0,1,Bank transfer (automatic),69.12,3179.33,0
C100099,Male,1,1,1,14,Two year,None,1,1,0,0,0,0,0,0,Credit card (automatic),25.87,325.38,0
C100100,Male,1,0,0,8,Month-to-month,Fiber optic,1,0,0,1,1,0,1,1,Electronic check,87.49,644.2,1
C100101,Male,0,0,0,8,Month-to-month,Fiber optic,1,1,0,1,1,1,1,1,Electronic check,98.54,865.64,0
C100102,Female,0,1,0,29,One year,DSL,1,1,0,1,1,1,1,0,Mailed check,71.09,2051.7,0
C100103,Male,1,1,0,1,One year,Fiber optic,1,1,1,0,0,1,0,0,Mailed check,89.67,100.81,0
C100104,Male,0,1,0,2,One year,Fiber optic,0,0,1,0,0,0,0,0,Bank transfer (automatic),53.3,51.69,1
C100105,Male,0,0,0,0,Month-to-month,DSL,1,1,0,1,1,0,1,0,Mailed check,63.68,61.16,1
C100106,Female,0,0,0,22,Month-to-month,DSL,1,1,0,0,0,0,1,1,Electronic check,60.96,1342.65,1
C100107,Female,0,1,0,1,Two year,Fiber optic,1,0,0,1,0,0,0,1,Electronic check,69.93,108.86,0
C100108,Female,0,1,1,2,One year,None,0,0,0,0,0,0,0,0,Bank transfer (automatic),24.44,0.0,0
C100109,Male,1,1,1,25,One year,None,1,0,0,0,0,0,0,1,Electronic check,29.55,803.22,0
C100110,Female,0,0,1,1,Month-to-month,None,1,0,0,0,0,0,0,1,Electronic check,24.69,40.33,1
C100111,Female,0,0,0,5,Month-to-month,Fiber optic,1,0,1,1,0,1,0,1,Electronic check,86.36,394.71,0
C100112,Female,0,1,1,5,Two year,Fiber optic,1,1,0,1,0,1,1,0,Credit card (automatic),87.13,413.96,0
C100113,Male,0,1,1,70,One year,None,1,0,0,0,0,0,0,1,Electronic check,33.21,2297.64,0
C100114,Female,0,0,0,5,Month-to-month,DSL,1,0,1,0,1,1,0,1,Electronic check,70.78,366.14,1
C100115,Male,1,1,0,5,Two year,Fiber optic,1,0,0,1,0,0,0,1,Bank transfer (automatic),66.22,336.51,0
C100116,Male,0,1,0,1,One year,DSL,1,1,0,1,1,1,0,1,Electronic check,68.76,147.82,0
C100117,Male,0,0,1,22,Month-to-month,None,1,0,0,0,0,0,0,1,Bank transfer (automatic),33.27,629.72,1
C100118,Female,0,0,1,31,Month-to-month,None,0,0,0,0,0,0,0,1,Electronic check,24.83,799.56,1
C100119,Male,0,1,1,11,One year,None,1,0,0,0,0,0,0,1,Credit card (automatic),26.97,215.12,0
C100120,Male,0,0,0,7,Month-to-month,DSL,1,0,1,0,1,1,0,1,Electronic check,65.85,586.54,1
C100121,Male,0,1,1,3,One year,None,1,0,0,0,0,0,0,1,Electronic check,23.08,143.57,0
C100122,Female,0,1,0,2,One year,DSL,1,0,0,1,0,0,1,1,Electronic check,58.99,115.36,0
C100123,Female,0,0,0,7,Month-to-month,DSL,1,0,0,0,1,0,1,0,Credit card (automatic),68.43,499.64,1
C100124,Female,0,1,0,43,Two year,Fiber optic,1,0,1,0,1,1,0,1,Credit card (automatic),71.87,3093.23,0
C100125,Female,0,0,1,1,Month-to-month,Fiber optic,1,0,0,1,0,0,1,1,Electronic check,85.1,53.72,1
C100126,Female,0,0,1,57,Month-to-month,None,0,0,0,0,0,0,0,1,Electronic check,29.22,1628.53,0
C100127,Female,0,1,0,1,One year,DSL,1,1,0,1,0,0,1,1,Electronic check,60.04,57.63,0
C100128,Female,0,1,0,72,One year,Fiber optic,1,1,1,0,1,0,0,1,Electronic check,73.76,5176.96,0
C100129,Male,0,0,0,1,Month-to-month,Fiber optic,1,0,0,0,0,1,1,1,Electronic check,79.1,144.32,0
C100130,Female,0,1,0,5,One year,DSL,1,0,1,0,0,1,1,1,Credit card (automatic),66.98,419.92,0
C100131,Male,1,1,1,21,Two year,None,1,0,0,0,0,0,0,1,Electronic check,35.31,728.18,1
C100132,Male,0,1,0,11,Two year,DSL,1,0,0,1,1,0,1,0,Credit card (automatic),68.9,829.63,0
C100133,Female,0,1,0,8,Two year,DSL,1,0,0,1,0,0,0,1,Electronic check,53.63,403.05,1
C100134,Male,0,0,0,72,Month-to-month,Fiber optic,1,1,0,0,0,1,1,0,Credit card (automatic),77.44,5546.81,0
C100135,Female,0,0,1,59,Month-to-month,Fiber optic,1,0,1,0,0,0,0,1,Mailed check,68.69,4062.28,0
C100136,Male,1,1,1,15,One year,None,1,1,0,0,0,0,0,1,Electronic check,47.76,742.07,1
C100137,Female,0,0,0,5,Month-to-month,DSL,1,0,1,0,0,0,1,0,Bank transfer (automatic),63.2,273.29,0
C100138,Male,0,1,0,18,One year,DSL,1,0,1,0,0,0,1,1,Electronic check,69.26,1263.08,0
C100139,Female,0,0,1,4,Month-to-month,None,1,0,0,0,0,0,0,0,Credit card (automatic),31.95,141.61,1
C100140,Female,0,0,0,7,Month-to-month,Fiber optic,0,0,0,0,0,1,1,1,Bank transfer (automatic),77.77,431.17,1
C100141,Female,0,0,0,14,Month-to-month,Fiber optic,1,1,1,0,1,1,0,1,Credit card (automatic),85.76,1186.37,0
C100142,Male,1,0,0,15,Month-to-month,DSL,1,1,1,0,0,0,0,0,Credit card (automatic),66.16,980.71,0
C100143,Male,0,0,1,11,Month-to-month,None,1,0,0,0,0,0,0,1,Electronic check,34.96,353.56,0
C100144,Female,0,1,1,47,One year,Fiber optic,1,0,1,0,1,1,0,1,Mailed check,81.53,3801.14,0
C100145,Female,0,1,0,5,One year,DSL,1,0,0,0,1,1,1,0,Bank transfer (automatic),68.55,366.48,0
C100146,Female,0,0,0,16,Month-to-month,DSL,1,0,1,0,0,1,1,1,Electronic check,61.76,907.85,0
C100147,Male,0,0,0,11,Month-to-month,DSL,1,1,1,1,0,0,0,1,Mailed check,62.21,738.14,1
C100148,Female,0,1,0,9,Two year,DSL,1,0,0,0,1,0,1,1,Electronic check,73.57,655.38,0
C100149,Female,0,0,0,0,Month-to-month,DSL,1,0,0,1,1,1,1,1,Bank transfer (automatic),81.09,61.74,1
C100150,Male,0,1,0,12,Month-to-month,DSL,1,1,1,0,0,0,0,1,Electronic check,59.69,684.48,1
C100151,Male,1,1,0,12,Month-to-month,DSL,1,0,1,0,0,0,0,1,Electronic check,50.86,658.64,1
C100152,Female,0,1,0,62,One year,Fiber optic,1,0,0,0,0,0,1,1,Credit card (automatic),78.31,4882.69,1
C100153,Male,0,1,0,18,Two year,Fiber optic,0,0,0,1,1,0,0,1,Credit card (automatic),64.59,1073.09,0
C100154,Female,0,1,0,7,One year,Fiber optic,1,1,0,0,1,0,0,1,Electronic check,76.52,526.28,0
C100155,Male,0,1,1,18,Two year,None,0,0,0,0,0,0,0,1,Electronic check,18.63,461.97,0
C100156,Female,0,1,0,1,Two year,DSL,1,1,0,1,1,0,0,0,Bank transfer (automatic),70.62,112.91,0
C100157,Male,0,0,1,7,Month-to-month,None,1,0,0,0,0,0,0,1,Electronic check,31.44,164.83,0
C100158,Male,0,0,1,6,Month-to-month,None,1,1,0,0,0,0,0,0,Bank transfer (automatic),38.27,206.05,0
C100159,Male,0,0,1,14,Month-to-month,None,1,0,0,0,0,0,0,0,Bank transfer (automatic),24.87,389.56,1
C100160,Female,0,0,0,29,Month-to-month,DSL,0,0,1,1,0,1,1,1,Electronic check,59.23,1734.65,1
C100161,Male,1,1,0,24,One year,DSL,1,0,0,1,1,0,0,1,Electronic check,52.39,1181.61,1
C100162,Female,0,0,0,11,Month-to-month,Fiber optic,1,0,1,0,0,0,1,1,Electronic check,79.35,784.88,1
C100163,Female,0,0,0,17,Month-to-month,DSL,1,0,0,0,1,1,1,1,Electronic check,68.52,1200.37,0
C100164,Male,0,0,0,3,Month-to-month,DSL,1,1,1,1,0,0,1,1,Mailed check,64.43,179.17,0
C100165,Female,0,1,0,4,One year,DSL,0,0,1,0,1,0,0,1,Electronic check,50.66,256.08,0
C100166,Male,0,1,0,17,One year,Fiber optic,1,1,0,0,0,0,0,1,Credit card (automatic),70.72,1219.3,0
C100167,Male,0,1,1,2,Two year,None,0,0,0,0,0,0,0,1,Bank transfer (automatic),15.0,0.0,0
C100168,Female,0,0,0,5,Month-to-month,DSL,1,0,0,0,0,1,1,1,Electronic check,60.43,300.14,0
C100169,Male,1,0,1,13,Month-to-month,None,1,1,0,0,0,0,0,1,Mailed check,36.27,450.12,0
C100170,Female,0,1,1,7,Two year,Fiber optic,1,0,0,0,0,0,0,1,Electronic check,59.86,433.49,0
C100171,Male,0,1,0,5,One year,DSL,1,0,0,1,0,1,0,1,Electronic check,59.71,253.62,1
C100172,Female,0,1,0,9,One year,Fiber optic,1,0,0,0,1,0,1,1,Mailed check,72.28,574.55,0
C100173,Male,1,1,0,8,Month-to-month,DSL,0,0,1,1,1,1,1,1,Electronic check,59.1,464.81,0
C100174,Female,0,0,1,3,Month-to-month,None,1,0,0,0,0,0,0,1,Electronic check,19.41,15.33,1
C100175,Female,0,1,1,2,Two year,Fiber optic,0,0,1,0,0,0,0,1,Electronic check,54.1,155.44,1
C100176,Female,0,1,0,28,One year,Fiber optic,0,0,0,1,0,1,0,1,Electronic check,75.93,2114.13,1
C100177,Male,1,1,0,48,One year,Fiber optic,1,0,0,0,0,0,0,0,Bank transfer (automatic),58.8,2835.33,0
C100178,Male,1,1,0,41,Month-to-month,DSL,0,0,0,0,1,0,0,1,Credit card (automatic),43.12,1749.2,0
C100179,Male,0,0,1,3,Month-to-month,None,1,0,0,0,0,0,0,1,Bank transfer (automatic),29.66,96.97,0
C100180,Male,1,0,1,35,Month-to-month,None,1,0,0,0,0,0,0,1,Credit card (automatic),39.69,1419.45,0
C100181,Male,1,1,1,1,One year,Fiber optic,0,0,1,0,1,0,0,1,Mailed check,53.63,65.58,0
C100182,Male,0,1,0,5,Month-to-month,Fiber optic,1,0,0,0,1,0,1,1,Electronic check,72.38,280.1,1
C100183,Female,0,0,0,11,Month-to-month,DSL,1,0,1,0,1,1,1,1,Credit card (automatic),74.42,796.39,1
C100184,Male,0,0,0,20,Month-to-month,DSL,1,0,0,1,0,1,0,1,Electronic check,60.34,1308.87,1
C100185,Male,0,1,0,2,Two year,DSL,1,0,1,1,1,0,0,1,Electronic check,60.81,140.23,0
C100186,Female,0,0,0,18,Month-to-month,Fiber optic,1,0,0,1,0,1,0,1,Credit card (automatic),78.69,1394.07,0
C100187,Female,0,0,1,25,Month-to-month,Fiber optic,1,1,0,0,0,1,0,0,Bank transfer (automatic),66.34,1633.01,1
C100188,Male,0,1,1,0,One year,None,1,1,0,0,0,0,0,0,Credit card (automatic),33.43,70.14,0
C100189,Female,0,1,0,10,Two year,DSL,1,0,0,1,0,1,1,1,Electronic check,65.02,676.66,0
C100190,Male,1,1,0,21,One year,DSL,1,0,0,1,0,0,1,0,Bank transfer (automatic),65.29,1307.98,1
C100191,Female,0,1,0,4,Two year,DSL,1,0,0,1,0,1,0,1,Electronic check,50.26,300.96,0
C100192,Female,0,0,1,72,Month-to-month,None,1,1,0,0,0,0,0,1,Electronic check,33.74,2443.64,0
C100193,Male,0,1,1,2,Two year,Fiber optic,1,0,0,1,0,0,1,0,Credit card (automatic),74.96,162.86,0
C100194,Female,0,1,0,1,Two year,Fiber optic,1,1,1,0,0,0,0,1,Mailed check,72.65,146.64,0
C100195,Female,0,1,0,58,Month-to-month,Fiber optic,1,0,1,1,1,0,0,0,Bank transfer (automatic),74.82,4347.91,0
C100196,Male,0,1,0,3,One year,Fiber optic,0,0,1,0,1,1,0,0,Credit card (automatic),70.08,231.52,0
C100197,Male,1,0,0,40,Month-to-month,DSL,0,0,0,0,0,1,0,0,Credit card (automatic),52.23,2013.3,0
C100198,Female,0,0,0,14,Month-to-month,DSL,1,1,0,1,1,0,0,1,Electronic check,65.99,919.36,1
C100199,Female,0,0,0,9,Month-to-month,DSL,1,0,1,1,0,1,0,1,Electronic check,62.14,496.09,1
C100200,Male,0,0,0,62,Month-to-month,DSL,1,1,1,1,0,1,1,0,Credit card (automatic),74.1,4568.17,0
C100201,Male,1,1,0,36,Two year,Fiber optic,1,0,1,0,1,1,1,1,Mailed check,82.25,2973.51,0
C100202,Male,0,0,0,21,Month-to-month,DSL,1,0,1,0,0,1,0,1,Mailed check,66.74,1289.45,1
C100203,Female,0,1,1,8,One year,Fiber optic,1,0,0,0,0,0,0,1,Electronic check,61.69,509.77,0
C100204,Female,0,0,0,45,Month-to-month,Fiber optic,1,0,1,1,1,0,0,1,Electronic check,71.52,3260.42,0
C100205,Female,0,0,0,0,Month-to-month,Fiber optic,1,1,1,0,1,0,0,0,Credit card (automatic),79.09,0.0,1
C100206,Female,0,0,1,11,Month-to-month,None,1,1,0,0,0,0,0,1,Mailed check,36.01,362.12,1
C100207,Male,0,0,0,8,Month-to-month,DSL,1,0,0,0,0,1,0,0,Bank transfer (automatic),55.19,365.81,0
C100208,Female,0,1,0,0,One year,Fiber optic,1,0,0,0,1,0,0,1,Electronic check,69.15,25.95,0
C100209,Male,0,1,0,33,Two year,DSL,0,0,0,0,1,0,1,1,Electronic check,49.72,1615.73,0
C100210,Male,0,0,1,2,Month-to-month,Fiber optic,1,0,1,1,0,0,0,1,Mailed check,76.1,208.41,1
C100211,Male,0,1,0,8,Two year,Fiber optic,1,0,1,1,0,0,0,1,Credit card (automatic),74.92,533.77,1
C100212,Female,0,1,0,7,One year,DSL,1,1,1,0,0,1,0,1,Electronic check,63.36,453.37,0
C100213,Male,0,1,0,22,One year,DSL,1,0,1,0,0,1,0,1,Electronic check,64.8,1383.84,0
C100214,Male,0,0,1,9,Month-to-month,Fiber optic,1,0,0,1,1,1,0,0,Mailed check,75.29,678.43,0
C100215,Male,0,0,0,6,Month-to-month,Fiber optic,1,1,0,0,0,0,1,1,Electronic check,71.19,410.75,1
C100216,Female,0,1,0,5,Two year,Fiber optic,1,1,0,1,1,0,1,1,Electronic check,85.4,462.15,1
C100217,Female,0,1,0,18,One year,Fiber optic,1,0,1,0,0,0,0,1,Mailed check,71.45,1300.45,0
C100218,Male,1,0,0,4,Month-to-month,Fiber optic,1,0,0,0,0,0,1,1,Electronic check,75.85,360.8,1
C100219,Female,0,1,0,29,Two year,Fiber optic,1,0,0,0,0,1,1,1,Bank transfer (automatic),87.82,2542.0,0
C100220,Female,0,0,0,1,Month-to-month,DSL,0,0,1,0,1,1,0,1,Electronic check,46.4,0.76,1
C100221,Female,0,1,0,9,One year,Fiber optic,1,1,0,0,0,0,0,1,Bank transfer (automatic),66.64,630.41,0
C100222,Male,0,0,0,19,Month-to-month,Fiber optic,1,1,1,0,1,0,0,1,Credit card (automatic),79.2,1501.0,1
C100223,Male,1,1,1,17,Two year,None,1,0,0,0,0,0,0,1,Credit card (automatic),38.02,633.11,0
C100224,Female,0,0,0,15,Month-to-month,Fiber optic,1,0,1,1,1,1,0,1,Bank transfer (automatic),82.59,1255.92,0
C100225,Male,1,0,0,6,Month-to-month,Fiber optic,1,1,0,0,0,0,0,1,Mailed check,61.37,330.27,0
C100226,Female,0,1,1,17,One year,None,1,0,0,0,0,0,0,1,Electronic check,24.1,498.72,1
C100227,Male,0,0,1,33,Month-to-month,None,1,1,0,0,0,0,0,0,Mailed check,33.56,1160.14,1
C100228,Male,0,1,0,24,Two year,DSL,1,1,0,0,1,1,1,1,Electronic check,74.52,1806.85,1
C100229,Female,0,1,1,10,One year,None,1,0,0,0,0,0,0,0,Bank transfer (automatic),40.58,418.59,0
C100230,Female,0,0,0,15,Month-to-month,DSL,1,1,0,0,0,1,1,1,Electronic check,65.29,981.47,1
C100231,Female,0,0,1,1,Month-to-month,None,1,0,0,0,0,0,0,0,Mailed check,32.23,6.28,1
C100232,Male,1,1,0,13,Two year,DSL,1,0,0,0,0,0,1,1,Mailed check,61.76,828.14,0
C100233,Male,0,1,0,1,One year,Fiber optic,1,0,0,0,0,1,1,1,Bank transfer (automatic),75.68,54.5,0
